Product ID,Category,Price,Ratings,Product Icon
43,Apparel and Fashion Accessories,269.7050583010096,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2666926.png
44,Books and Media,45.59765838703454,2.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/high/3048137.png
45,Apparel and Fashion Accessories,15.692725218022012,3.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/1689861.png
46,Pet Supplies,159.4716800200443,2.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/1689868.png
47,Home and Kitchen Appliances,1205.9711792630872,1.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/4446154.png
48,Toys and Games,144.59431638504637,3.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2666926.png
49,Sporting Goods and Fitness Equipment,1433.953321089776,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/high/1689589.png
50,Apparel and Fashion Accessories,50.751051140813324,3.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/4551267.png
51,Beauty and Personal Care Products,116.03822664993073,3.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/3132855.png
52,Apparel and Fashion Accessories,345.6332790479713,4.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/4607478.png
53,Apparel and Fashion Accessories,250.35088856000561,2.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Toys%20and%20Games/high/5805615.png
54,Home and Kitchen Appliances,71.99191494389063,3.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2290451.png
55,Sporting Goods and Fitness Equipment,128.59877517271215,1.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Electronics/mid/4606854.png
56,Consumer Electronics Accessories,115.23392315486875,4.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/4589182.png
57,Pet Supplies,234.33312165099747,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684368.png
58,Health and Wellness Products,468.2756915438071,2.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2290561.png
59,Toys and Games,272.12143245944253,2.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/4606873.png
60,Books and Media,70.51657642292763,2.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Toys%20and%20Games/low/5805505.png
61,Beauty and Personal Care Products,71.61510801215822,2.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/3565436.png
62,Health and Wellness Products,488.1309840469142,4.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/10726803.png
63,Home and Kitchen Appliances,62.55414502326324,4.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/10726730.png
64,Pet Supplies,159.22762395060934,4.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/1689877.png
65,Books and Media,33.74991339818627,5.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2667073.png
66,Sporting Goods and Fitness Equipment,121.1812092834652,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/7451671.png
67,Books and Media,24.78449397429834,2.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Electronics/mid/4607357.png
68,Apparel and Fashion Accessories,143.20730272753596,1.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Toys%20and%20Games/high/5805666.png
69,Books and Media,67.85621049679517,2.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2666977.png
70,Electronics,4975.482297727529,4.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2553627.png
71,Apparel and Fashion Accessories,268.3295527515903,2.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/high/3048167.png
72,Apparel and Fashion Accessories,339.38044613812093,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/mid/1689590.png
73,Electronics,1605.052875891639,1.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/mid/4889274.png
74,Beauty and Personal Care Products,186.20334851964313,3.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/3827149.png
75,Beauty and Personal Care Products,168.7779482377778,2.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/mid/4607495.png
76,Books and Media,17.065750681213217,4.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684500.png
77,Toys and Games,62.73624526629936,3.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2290506.png
78,Home and Kitchen Appliances,1415.9343955680865,2.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/10726710.png
79,Apparel and Fashion Accessories,95.3900548499595,4.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2290556.png
80,Apparel and Fashion Accessories,45.45293755805847,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/4551330.png
81,Electronics,185.2028577258342,4.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/3132770.png
82,Beauty and Personal Care Products,38.326284181109095,4.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/10726659.png
83,Sporting Goods and Fitness Equipment,1529.655059648211,1.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/4551313.png
84,Sporting Goods and Fitness Equipment,917.0126137619034,3.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Consumer%20Electronics%20Accessories/2004550.png
85,Consumer Electronics Accessories,189.70707676839655,4.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684352.png
86,Health and Wellness Products,235.8275477148719,4.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/4607424.png
87,Consumer Electronics Accessories,21.833069921106755,2.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Electronics/mid/2554134.png
88,Pet Supplies,58.367998452989,2.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/4607490.png
89,Consumer Electronics Accessories,148.46610978810904,3.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Consumer%20Electronics%20Accessories/2004583.png
90,Electronics,330.76518217249,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684376.png
91,Health and Wellness Products,288.7537090176696,2.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/4589182.png
92,Sporting Goods and Fitness Equipment,1688.8724149637337,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/mid/3565401.png
93,Electronics,1249.6046843518661,3.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/mid/4606877.png
94,Beauty and Personal Care Products,139.11165640515722,4.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/4478917.png
95,Consumer Electronics Accessories,11.419400524409877,4.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/low/4889345.png
96,Consumer Electronics Accessories,133.98880238444383,4.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Sporting%20Goods%20and%20Fitness%20Equipment/high/5022180.png
97,Toys and Games,99.9852166917174,1.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/4606891.png
98,Consumer Electronics Accessories,62.994893759515925,3.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2290495.png
99,Home and Kitchen Appliances,652.8631257641108,1.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Consumer%20Electronics%20Accessories/2004641.png
100,Consumer Electronics Accessories,173.56839662189032,1.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/1689858.png
101,Beauty and Personal Care Products,70.71934265137101,2.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2553688.png
102,Pet Supplies,190.76720122700164,4.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/mid/4606902.png
103,Electronics,4657.073554856179,2.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/4533606.png
104,Books and Media,66.02128427946961,1.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2290556.png
105,Health and Wellness Products,330.4525569866724,1.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/mid/4606854.png
106,Consumer Electronics Accessories,133.49627504709096,4.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2290451.png
107,Books and Media,12.928498505367664,1.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Electronics/high/2727223.png
108,Home and Kitchen Appliances,496.6959574915232,1.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/1113286.png
109,Home and Kitchen Appliances,1503.6389657581055,1.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Books%20and%20Media/3565418.png
110,Beauty and Personal Care Products,90.46207315834047,4.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684310.png
111,Sporting Goods and Fitness Equipment,1223.5142624065911,3.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/4550951.png
112,Health and Wellness Products,485.13800594770026,3.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/4446201.png
113,Beauty and Personal Care Products,101.96851512082712,4.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/1689873.png
114,Toys and Games,189.85844286495717,2.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2666977.png
115,Home and Kitchen Appliances,332.67047425257493,4.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2553507.png
116,Sporting Goods and Fitness Equipment,665.0334323619763,1.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2553976.png
117,Beauty and Personal Care Products,95.72522334624126,2.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Electronics/high/2004592.png
118,Apparel and Fashion Accessories,249.36023730086777,3.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Electronics/high/3095292.png
119,Electronics,2445.317556694992,1.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/mid/3048185.png
120,Sporting Goods and Fitness Equipment,842.7604442789507,1.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/low/3048191.png
121,Electronics,1221.7938825954343,3.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/4551253.png
122,Consumer Electronics Accessories,187.52741930987526,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/high/4889250.png
123,Electronics,4195.307988013036,4.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/4478993.png
124,Consumer Electronics Accessories,38.381976544097085,4.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/high/3048162.png
125,Home and Kitchen Appliances,529.0499774411724,2.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Electronics/high/5804776.png
126,Home and Kitchen Appliances,113.67300352837687,2.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2290489.png
127,Sporting Goods and Fitness Equipment,21.361811017686847,3.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/10726685.png
128,Toys and Games,83.37097768304787,3.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/1689859.png
129,Consumer Electronics Accessories,148.19235734814953,4.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/mid/4607494.png
130,Sporting Goods and Fitness Equipment,1583.9839192992356,1.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Sporting%20Goods%20and%20Fitness%20Equipment/mid/5022079.png
131,Health and Wellness Products,441.8867384310239,2.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/mid/4607483.png
132,Home and Kitchen Appliances,1002.2233320042288,1.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/mid/4889138.png
133,Toys and Games,228.62419295786356,3.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/1689568.png
134,Pet Supplies,115.77940471456448,3.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/3132783.png
135,Consumer Electronics Accessories,174.4139496008765,2.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/4551306.png
136,Beauty and Personal Care Products,140.43146273715683,3.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/4478926.png
137,Pet Supplies,79.22546624259284,3.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/high/3048162.png
138,Sporting Goods and Fitness Equipment,378.9815124500218,2.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684340.png
139,Consumer Electronics Accessories,5.995405833530739,1.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/3132795.png
140,Electronics,3875.5880007045166,4.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Consumer%20Electronics%20Accessories/2004557.png
141,Consumer Electronics Accessories,141.40947116457525,2.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684368.png
142,Electronics,1079.665007108128,2.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/2553638.png
143,Consumer Electronics Accessories,150.64865937207128,4.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/10726678.png
144,Sporting Goods and Fitness Equipment,1683.8844729610644,1.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2666965.png
145,Sporting Goods and Fitness Equipment,376.6304633128558,1.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Toys%20and%20Games/high/5805666.png
146,Books and Media,6.040750009358238,2.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Toys%20and%20Games/mid/5804866.png
147,Pet Supplies,95.54143608991782,1.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/mid/4889209.png
148,Electronics,2901.04832218909,1.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Sporting%20Goods%20and%20Fitness%20Equipment/low/5022192.png
149,Electronics,4588.645100488767,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684530.png
150,Electronics,221.25127409170855,5.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Sporting%20Goods%20and%20Fitness%20Equipment/mid/5022240.png
151,Consumer Electronics Accessories,191.3939964225728,3.7,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/1113275.png
152,Electronics,1798.6666206041616,3.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Health%20and%20Wellness%20Products/low/10684310.png
153,Pet Supplies,270.17594419726333,3.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/4551326.png
154,Home and Kitchen Appliances,929.588993496747,2.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/926560.png
155,Consumer Electronics Accessories,116.86888438550807,3.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Pet%20Supplies/mid/3048227.png
156,Electronics,3572.46467944707,4.3,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Toys%20and%20Games/mid/5804903.png
157,Pet Supplies,205.96634503830674,2.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2666886.png
158,Home and Kitchen Appliances,1931.4793079427282,4.2,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/high/10726737.png
159,Pet Supplies,56.24061896520347,4.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Consumer%20Electronics%20Accessories/2004499.png
160,Electronics,3964.919830982891,4.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/4607478.png
161,Sporting Goods and Fitness Equipment,647.8940118083326,4.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Books%20and%20Media/2446915.png
162,Health and Wellness Products,173.51784471884505,5.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2667069.png
163,Apparel and Fashion Accessories,145.74698875619694,2.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Apparel%20and%20Fashion%20Accessories/1113275.png
164,Sporting Goods and Fitness Equipment,1247.3875269302903,4.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Sporting%20Goods%20and%20Fitness%20Equipment/low/5022192.png
165,Toys and Games,104.0547098485027,1.8,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Beauty%20and%20Personal%20Care%20Products/1689845.png
166,Pet Supplies,131.42098800432797,2.4,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2666914.png
167,Pet Supplies,43.62479353331202,3.6,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/mid/4606902.png
168,Home and Kitchen Appliances,73.91506809963082,3.5,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/4607424.png
169,Books and Media,92.06167985444472,2.9,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Home%20and%20Kitchen%20Appliances/low/2666894.png
170,Toys and Games,81.85194505725994,2.1,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Terra/Books%20and%20Media/2446915.png
