Customer ID,Page Views,Time Spent (minutes),Avatar
3420512,135,102.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993035.png
3236741,102,85.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118494.png
4002718,92,83.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118430.png
1406016,158,117.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118547.png
1677641,88,67.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118520-f.png
299571,103,78.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118520-f.png
3251800,162,121.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118542.png
4723668,115,85.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118486-f.png
4309069,164,131.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118440-f.png
4373920,130,103.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118458.png
3296573,132,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118512.png
3966722,130,95.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118553-f.png
4058447,125,103.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118550.png
4452176,101,87.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118520.png
2076808,113,85.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993255-f.png
1033317,110,88.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118503.png
2255544,97,76.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118531-f.png
670532,101,77.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118461-f.png
657,125,96.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508.png
2257259,131,114.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993283.png
4040650,110,85.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993112-f.png
813584,127,95.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118547.png
3076160,168,132.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118512-f.png
3708065,150,122.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118571.png
1100891,122,96.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118503.png
453215,110,95.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118524.png
702057,138,107.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993289-f.png
1534459,129,104.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118474-f.png
4642396,143,123.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118524-f.png
4288050,184,137.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118482-f.png
4719719,122,95.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993298.png
3613526,72,55.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118545.png
1036898,139,118.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118461-f.png
4484245,136,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118578-f.png
1238005,150,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118435-f.png
2887977,100,79.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118435-f.png
698317,139,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993266-f.png
3787800,143,118.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993273-f.png
1754156,141,107.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993273-f.png
3683749,66,59.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118512.png
2615700,130,96.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993035-f.png
3126250,126,94.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118482.png
1233383,157,123.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118445-f.png
1595489,129,107.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118430-f.png
2037696,172,131.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508.png
3581689,129,103.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118430.png
4954642,91,68.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118512-f.png
2603646,157,115.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118561.png
2348418,111,86.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993071-f.png
3503996,71,56.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118499-f.png
2887721,117,88.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118559.png
3260174,177,140.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118561-f.png
127399,130,100.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118440.png
1643498,72,57.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993289-f.png
3455789,103,76.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118559-f.png
2658078,147,109.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118535-f.png
2737659,105,78.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118430.png
439862,122,94.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118540-f.png
4563618,156,122.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118547.png
3280847,113,88.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118563.png
1977292,194,154.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118469-f.png
4761099,145,110.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993266-f.png
566946,122,102.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118445.png
4527157,79,61.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118474-f.png
1210055,122,90.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118435.png
4021138,81,67.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118553-f.png
2108608,147,118.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118489.png
257530,134,112.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118561.png
3065717,155,120.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118451.png
4035797,51,51.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118540-f.png
2535488,182,144.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993071.png
3874982,191,141.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118550-f.png
346067,68,60.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993289-f.png
948319,141,122.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118440.png
3298601,174,132.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118550-f.png
4948351,147,121.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118561-f.png
1616129,158,119.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118559.png
3934312,115,95.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118440-f.png
3931928,172,138.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508.png
2982520,144,116.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118516.png
4998088,140,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118469-f.png
2468756,110,82.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118542-f.png
4245354,95,72.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118531.png
1392100,73,54.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118559-f.png
1485771,106,84.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118552-f.png
2702905,153,117.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993266-f.png
2062402,130,99.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118458-f.png
4629983,165,121.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508-f.png
4853111,109,86.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118547.png
42975,89,73.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118524-f.png
1793693,162,128.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118430.png
3286669,88,70.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118451.png
2444820,144,115.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118494-f.png
4776339,143,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993273-f.png
3280242,74,55.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118499.png
2736985,170,126.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118503.png
1607659,105,78.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993255-f.png
3104451,159,133.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118553.png
1758353,83,71.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993071.png
3339177,109,92.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118474.png
2588590,147,113.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118520.png
4019613,150,123.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118482.png
3348450,111,81.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118469-f.png
2521124,160,125.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118563-f.png
1296794,149,120.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118553.png
3581617,119,99.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118561-f.png
4659999,99,75.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118561-f.png
1872564,90,85.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118435.png
1725333,64,53.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993283.png
4400539,110,90.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118540-f.png
3999133,104,80.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993273-f.png
3721707,109,85.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118520-f.png
2741265,133,98.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118524-f.png
4883432,127,101.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118559.png
4085710,85,72.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118461-f.png
3945923,126,93.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118494.png
4174869,148,116.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118553-f.png
477241,133,107.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118430.png
3876845,121,104.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118553.png
1449320,163,122.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993035.png
4332182,114,87.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993273-f.png
4184104,86,73.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508.png
4949720,87,78.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118489-f.png
2776234,137,109.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118563.png
67715,143,110.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118524-f.png
3781689,126,98.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118512.png
2130190,112,87.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118550-f.png
4153786,126,98.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118559.png
2852831,111,95.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118512.png
2600982,178,132.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118516.png
2621075,131,105.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993283-f.png
3888576,141,109.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118494-f.png
3355284,104,79.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993283.png
2307092,161,121.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118494-f.png
3755961,70,55.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118561.png
2387186,124,94.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118430.png
2595971,129,99.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118578.png
4555543,155,117.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993266-f.png
4095242,93,76.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118545.png
4711642,201,156.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118578.png
4924772,64,63.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118482.png
398573,148,109.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993255.png
1653194,173,129.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118499-f.png
4916006,118,105.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993255.png
203966,141,104.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118520.png
205910,126,98.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993289.png
4345615,187,143.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118516.png
3089526,132,106.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118503.png
4605768,85,70.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118550.png
332070,168,129.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993298-f.png
4295648,186,141.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118503-f.png
2761968,116,90.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118494-f.png
2726107,181,143.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118489.png
2328560,114,89.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993273-f.png
4880010,161,133.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118445-f.png
4276333,107,84.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993298.png
1286260,108,84.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118458-f.png
3621580,183,143.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118445.png
2729203,161,127.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993273-f.png
4996326,130,101.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118512.png
3073853,149,118.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118556-f.png
3988501,163,131.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993071.png
1316117,121,98.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118445-f.png
292857,143,113.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993035.png
1517627,108,93.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993283-f.png
1897602,54,53.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118474-f.png
1407827,90,78.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118540-f.png
3074205,147,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993112-f.png
891152,173,132.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118556.png
2865755,154,117.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118461.png
1431652,151,118.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118499.png
36452,182,148.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118553-f.png
4106764,97,85.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508.png
3636907,120,93.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118540.png
1319393,131,105.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118542-f.png
2615159,169,129.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118559-f.png
475054,96,89.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118440-f.png
690050,100,78.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118482.png
1596098,115,89.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118435.png
3341037,185,147.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118451-f.png
649745,140,112.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118489.png
2694313,65,65.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118556-f.png
1331956,135,108.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118430.png
837723,144,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118516.png
1553110,118,93.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993112-f.png
1810548,95,82.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993266-f.png
1998680,126,99.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118524-f.png
4624040,129,95.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118489-f.png
1500100,116,86.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118520-f.png
521265,151,114.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118469.png
3809632,138,110.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993283.png
2002547,115,91.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993071-f.png
3021483,138,109.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118516.png
2976965,114,87.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118531-f.png
3998052,146,113.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993273.png
2162312,133,102.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118435.png
257604,119,92.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118482-f.png
3645633,151,118.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118540.png
2169948,169,125.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118494.png
1963684,83,62.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993035-f.png
738628,139,103.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508-f.png
127557,139,106.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118524.png
2778858,134,104.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118435.png
1644853,97,83.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118545.png
203007,126,106.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118542.png
1794024,140,115.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118458-f.png
2504624,147,122.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993298-f.png
499204,87,78.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118474.png
4015032,161,130.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118563.png
1199888,124,96.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118458-f.png
536517,90,69.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993266.png
3471407,98,74.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118489-f.png
1946017,147,113.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993071.png
4774306,109,88.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993071.png
4872160,100,87.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118561.png
3125585,101,87.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993035.png
657278,104,89.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118489.png
3196356,125,101.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118512-f.png
3254100,150,111.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118435-f.png
4014066,132,104.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993266.png
1670960,144,109.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118461.png
4107209,112,87.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993283.png
4304150,141,115.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118445-f.png
2859372,89,72.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508.png
76258,163,133.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/1993035.png
1621274,160,123.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118535.png
4538411,158,118.0,https://raw.githubusercontent.com/reckn/super-disco/main/assets/Avatar/people-38/2118508-f.png
